TCRD ID	TDL	IDG_Family	IDG_Family_Extended	Name	UniProt
8997	Tdark			KHDC1_HUMAN	Q4VXA5
8998	Tbio			KHD3L_HUMAN	Q587J8
8999	Tbio			KHDR3_HUMAN	O75525
9000	Tdark			KHNYN_HUMAN	O15037
9001	Tbio			KI13B_HUMAN	Q9NQT8
9002	Tbio			KI21A_HUMAN	Q7Z4S6
9003	Tdark			KI2S3_HUMAN	Q14952
9004	Tbio			KI3S1_HUMAN	Q14943
9005	Tchem			KIF11_HUMAN	P52732
9006	Tbio			KIF15_HUMAN	Q9NS87
9007	Tdark			KIF19_HUMAN	Q2TAC6
9008	Tbio			KIF1A_HUMAN	Q12756
9009	Tbio			KIF23_HUMAN	Q02241
9010	Tdark			KIF28_HUMAN	B7ZC32
9011	Tdark			KIFC2_HUMAN	Q96AC6
9012	Tbio			KISS1_HUMAN	Q15726
9013	Tdark			KIZ_HUMAN	Q2M2Z5
9014	Tchem	Kinase	Kinase	KKCC2_HUMAN	Q96RR4
9015	Tdark			KLD8A_HUMAN	Q8IYD2
9016	Tbio	TF	TF	KLF8_HUMAN	O95600
9017	Tdark			KLH14_HUMAN	Q9P2G3
9018	Tdark			KLH30_HUMAN	Q0D2K2
9019	Tdark			KLH33_HUMAN	A6NCF5
9020	Tbio			KLH41_HUMAN	O60662
9021	Tdark			KLHL4_HUMAN	Q9C0H6
9022	Tdark			KLHL8_HUMAN	Q9P2G9
9023	Tbio	Enzyme	peptidase	KLK8_HUMAN	O60259
9024	Tbio			KLRF1_HUMAN	Q9NZS2
9025	Tbio			KLRG1_HUMAN	Q96E93
9026	Tdark	Transporter	SLC25A_transporter	KMCP1_HUMAN	Q5SVS4
9027	Tbio	Epigenetic		KMT2B_HUMAN	Q9UMN6
9028	Tbio	Epigenetic		KMT2E_HUMAN	Q8IZD2
9029	Tbio			KNG1_HUMAN	P01042
9030	Tbio			KNTC1_HUMAN	P50748
9031	Tbio	Kinase	Kinase	KPB1_HUMAN	P46020
9032	Tchem	Kinase	Kinase	KPCD2_HUMAN	Q9BZL6
9033	Tbio	Enzyme		KPRB_HUMAN	O60256
9034	Tdark		KRTAP_type_10	KR10B_HUMAN	P60412
9035	Tdark		KRTAP_type_12	KR123_HUMAN	P60328
9036	Tdark		KRTAP_type_20	KR204_HUMAN	Q3LI62
9037	Tdark			KR221_HUMAN	Q3MIV0
9038	Tdark			KR271_HUMAN	Q3LI81
9039	Tdark		KRTAP_type_4	KR412_HUMAN	Q9BQ66
9040	Tdark		KRTAP_type_1	KRA11_HUMAN	Q07627
9041	Tdark		KRTAP_type_2	KRA24_HUMAN	Q9BYR9
9042	Tdark		KRTAP_type_4	KRA42_HUMAN	Q9BYR5
9043	Tbio		KRTAP_type_4	KRA45_HUMAN	Q9BYR2
9044	Tbio		KRTAP_type_4	KRA47_HUMAN	Q9BYR0
9045	Tdark		KRTAP_type_5	KRA54_HUMAN	Q6L8H1
9046	Tdark		KRTAP_type_9	KRA91_HUMAN	A8MXZ3
9047	Tdark		KRTAP_type_9	KRA97_HUMAN	A8MTY7
9048	Tdark			KRBX1_HUMAN	C9JBD0
9049	Tbio			KRI1_HUMAN	Q8N9T8
9050	Tdark		intermediate_filament_family.	KT222_HUMAN	Q8N1A0
9051	Tbio	Kinase	Kinase	KT3K_HUMAN	Q9HA64
9052	Tdark			KTAS1_HUMAN	Q86SY8
9053	Tbio	Enzyme	AAA ATPase	KTNA1_HUMAN	O75449
9054	Tdark			KV103_HUMAN	P01595
9055	Tdark			KV106_HUMAN	P01598
9056	Tdark			KV108_HUMAN	P01600
9057	Tdark			KV113_HUMAN	P01605
9058	Tdark			KV121_HUMAN	P01613
9059	Tdark			KV123_HUMAN	P04431
9060	Tdark			KV201_HUMAN	P01614
9061	Tdark			KV304_HUMAN	P01622
9062	Tdark			KV308_HUMAN	P04207
9063	Tbio			KV313_HUMAN	P18136
9064	Tdark			KV403_HUMAN	P06313
9065	Tdark	Enzyme	transglutaminase_superfamily	KY_HUMAN	Q8NBH2
9066	Tdark			L37A5_HUMAN	Q49AS3
9067	Tdark	Enzyme		LACB2_HUMAN	Q53H82
9068	Tbio	Enzyme	peptidase	LACTB_HUMAN	P83111
9069	Tbio			LAD1_HUMAN	O00515
9070	Tbio			LAG3_HUMAN	P18627
9071	Tdark			LANC3_HUMAN	Q6ZV70
9072	Tdark			LAR1B_HUMAN	Q659C4
9073	Tbio	Enzyme	glycosyltransferase	LARGE_HUMAN	O95461
9074	Tdark			LAS2_HUMAN	Q8IYD9
9075	Tbio	Kinase	Kinase	LATS1_HUMAN	O95835
9076	Tbio			LAYN_HUMAN	Q6UX15
9077	Tdark		calycin superfamily	LC1L1_HUMAN	Q5VSP4
9078	Tdark			LC7L2_HUMAN	Q9Y383
9079	Tbio			LC7L3_HUMAN	O95232
9080	Tbio			LCA5_HUMAN	Q86VQ0
9081	Tdark		LCE_family	LCE2B_HUMAN	O14633
9082	Tdark		LCE_family	LCE5A_HUMAN	Q5TCM9
9083	Tbio		calycin superfamily	LCN1_HUMAN	P31025
9084	Tbio			LDB2_HUMAN	O43679
9085	Tbio	Enzyme	LDH/MDH_superfamily	LDH6B_HUMAN	Q9BYZ2
9086	Tchem			LDLR_HUMAN	P01130
9087	Tchem	TF	TF	LEF1_HUMAN	Q9UJU2
9088	Tbio			LEGL_HUMAN	Q3ZCW2
9089	Tdark			LEKR1_HUMAN	Q6ZMV7
9090	Tdark			LEMD1_HUMAN	Q68G75
9091	Tbio			LENG9_HUMAN	Q96B70
9092	Tbio	Enzyme		LEO1_HUMAN	Q8WVC0
9093	Tbio			LEP_HUMAN	P41159
9094	Tdark			LERL1_HUMAN	O95214
9095	Tbio	Enzyme	peptidase	KELL_HUMAN	P23276
9096	Tbio	Enzyme		KFA_HUMAN	Q63HM1
9097	Tbio			KI20A_HUMAN	O95235
9098	Tbio			KI20B_HUMAN	Q96Q89
9099	Tbio			KI2L4_HUMAN	Q99706
9100	Tdark			KI2S5_HUMAN	Q14953
9101	Tbio			KI3L3_HUMAN	Q8N743
9102	Tdark			KIAS3_HUMAN	Q8N7Y1
9103	Tbio			KIBRA_HUMAN	Q8IX03
9104	Tbio			KIF1B_HUMAN	O60333
9105	Tbio			KIF5A_HUMAN	Q12840
9106	Tbio			KIF7_HUMAN	Q2M1P5
9107	Tchem			KIFC1_HUMAN	Q9BW19
9108	Tdark			KLC2_HUMAN	Q9H0B6
9109	Tdark			KLDC9_HUMAN	Q8NEP7
9110	Tbio	TF	TF	KLF12_HUMAN	Q9Y4X4
9111	Tbio	TF	TF	KLF17_HUMAN	Q5JT82
9112	Tbio	TF	TF	KLF2_HUMAN	Q9Y5W3
9113	Tdark			KLH10_HUMAN	Q6JEL2
9114	Tdark			KLH13_HUMAN	Q9P2N7
9115	Tbio			KLH21_HUMAN	Q9UJP4
9116	Tdark			KLH23_HUMAN	Q8NBE8
9117	Tdark			KLH26_HUMAN	Q53HC5
9118	Tdark			KLH29_HUMAN	Q96CT2
9119	Tdark			KLH32_HUMAN	Q96NJ5
9120	Tdark			KLHL5_HUMAN	Q96PQ7
9121	Tbio			KLHL9_HUMAN	Q9P2J3
9122	Tbio	Enzyme	peptidase	KLK12_HUMAN	Q9UKR0
9123	Tchem	Enzyme	peptidase	KLK14_HUMAN	Q9P0G3
9124	Tchem	Enzyme	peptidase	KLK1_HUMAN	P06870
9125	Tclin	Enzyme	peptidase	KLKB1_HUMAN	P03952
9126	Tbio	Enzyme	glycosyl_hydrolase	KLOT_HUMAN	Q9UEF7
9127	Tchem	Enzyme		KMO_HUMAN	O15229
9128	Tbio	Epigenetic		KMT2A_HUMAN	Q03164
9129	Tdark		KRTAP_type_10	KR101_HUMAN	P60331
9130	Tdark		KRTAP_type_10	KR104_HUMAN	P60372
9131	Tdark		KRTAP_type_19	KR198_HUMAN	Q3LI54
9132	Tdark			KR211_HUMAN	Q3LI58
9133	Tdark			KR213_HUMAN	Q3LHN1
9134	Tdark			KR231_HUMAN	A1A580
9135	Tdark			KR261_HUMAN	Q6PEX3
9136	Tdark		KRTAP_type_1	KRA15_HUMAN	Q9BYS1
9137	Tdark		KRTAP_type_3	KRA31_HUMAN	Q9BYR8
9138	Tdark		KRTAP_type_3	KRA32_HUMAN	Q9BYR7
9139	Tbio		KRTAP_type_4	KRA43_HUMAN	Q9BYR4
9140	Tdark		KRTAP_type_4	KRA46_HUMAN	Q9BYQ5
9141	Tdark		KRTAP_type_5	KRA51_HUMAN	Q6L8H4
9142	Tdark		KRTAP_type_5	KRA53_HUMAN	Q6L8H2
9143	Tdark		KRTAP_type_5	KRA56_HUMAN	Q6L8G9
9144	Tdark		KRTAP_type_6	KRA61_HUMAN	Q3LI64
9145	Tdark		KRTAP_type_9	KRA94_HUMAN	Q9BYQ2
9146	Tdark			KRBX4_HUMAN	Q5JUW0
9147	Tdark			KRIP1_HUMAN	Q107X0
9148	Tdark		intermediate_filament_family.	KRT37_HUMAN	O76014
9149	Tbio		intermediate_filament_family.	KRT81_HUMAN	Q14533
9150	Tchem	Kinase	Kinase	KS6A1_HUMAN	Q15418
9151	Tbio	Kinase	Kinase	KS6B2_HUMAN	Q9UBS0
9152	Tdark	Kinase	Kinase	KS6C1_HUMAN	Q96S38
9153	Tchem	Kinase	Kinase	KSYK_HUMAN	P43405
9154	Tdark			KV117_HUMAN	P01609
9155	Tdark			KV401_HUMAN	P06312
9156	Tdark			L12R1_HUMAN	Q969J3
9157	Tbio			L2GL1_HUMAN	Q15334
9158	Tdark			L37A1_HUMAN	A6NMS7
9159	Tdark			L37A3_HUMAN	O60309
9160	Tdark			LAC6_HUMAN	P0CF74
9161	Tbio			LANC1_HUMAN	O43813
9162	Tbio			LARP1_HUMAN	Q6PKG0
9163	Tchem	Kinase	Kinase	LATS2_HUMAN	Q9NRM7
9164	Tbio			LAX1_HUMAN	Q8IWV1
9165	Tbio		LCE_family	LCE1A_HUMAN	Q5T7P2
9166	Tdark		LCE_family	LCE1E_HUMAN	Q5T753
9167	Tdark		LCE_family	LCE2D_HUMAN	Q5TA82
9168	Tdark			LCHN_HUMAN	A4D1U4
9169	Tbio	Enzyme	methyltransferase_superfamily	LCMT1_HUMAN	Q9UIC8
9170	Tbio	TF	TF	LCORL_HUMAN	Q8N3X6
9171	Tbio			LDOCL_HUMAN	Q6ICC9
9172	Tbio			LEG7_HUMAN	P47929
9173	Tdark			LENEP_HUMAN	Q9Y5L5
9174	Tdark			LETM2_HUMAN	Q2VYF4
9175	Tbio			LEUK_HUMAN	P16150
9176	Tbio			LFG4_HUMAN	Q9HC24
9177	Tbio	Enzyme	glycosyltransferase	LFNG_HUMAN	Q8NES3
9178	Tchem	Kinase	Kinase	KITH_HUMAN	P04183
9179	Tdark			KKLC1_HUMAN	Q5H943
9180	Tbio	TF	TF	KLF11_HUMAN	O14901
9181	Tbio	TF	TF	KLF15_HUMAN	Q9UIH9
9182	Tbio	TF	TF	KLF4_HUMAN	O43474
9183	Tbio	TF	TF	KLF7_HUMAN	O75840
9184	Tdark			KLH15_HUMAN	Q96M94
9185	Tdark			KLH18_HUMAN	O94889
9186	Tbio			KLH22_HUMAN	Q53GT1
9187	Tdark			KLH36_HUMAN	Q8N4N3
9188	Tbio			KLHL1_HUMAN	Q9NR64
9189	Tbio			KLHL2_HUMAN	O95198
9190	Tdark			KLHL6_HUMAN	Q8WZ60
9191	Tbio	Enzyme	peptidase	KLK13_HUMAN	Q9UKR3
9192	Tbio			KLRF2_HUMAN	D3W0D1
9193	Tdark			KNCN_HUMAN	A6PVL3
9194	Tchem	Kinase	Kinase	KPYM_HUMAN	P14618
9195	Tbio	Kinase	Kinase	KPYR_HUMAN	P30613
9196	Tdark		KRTAP_type_10	KR10A_HUMAN	P60014
9197	Tdark		KRTAP_type_10	KR10C_HUMAN	P60413
9198	Tdark		KRTAP_type_12	KR121_HUMAN	P59990
9199	Tdark			KR131_HUMAN	Q8IUC0
9200	Tdark		KRTAP_type_19	KR194_HUMAN	Q3LI73
9201	Tdark		KRTAP_type_19	KR196_HUMAN	Q3LI70
9202	Tdark		KRTAP_type_20	KR203_HUMAN	Q3LI60
9203	Tdark		KRTAP_type_20	KR222_HUMAN	Q3LI68
9204	Tdark			KR241_HUMAN	Q3LI83
9205	Tdark		KRTAP_type_4	KR411_HUMAN	Q9BYQ6
9206	Tdark		KRTAP_type_5	KR510_HUMAN	Q6L8G5
9207	Tdark		intermediate_filament_family.	KR87P_HUMAN	A6NCN2
9208	Tdark		KRTAP_type_3	KRA33_HUMAN	Q9BYR6
9209	Tdark		KRTAP_type_6	KRA62_HUMAN	Q3LI66
9210	Tdark		intermediate_filament_family.	KRT38_HUMAN	O76015
9211	Tbio		intermediate_filament_family.	KRT83_HUMAN	P78385
9212	Tchem	Kinase	Kinase	KS6A3_HUMAN	P51812
9213	Tbio			KTU_HUMAN	Q9NVR5
9214	Tdark			KV101_HUMAN	P01593
9215	Tdark			KV105_HUMAN	P01597
9216	Tdark			KV110_HUMAN	P01602
9217	Tdark			KV116_HUMAN	P01608
9218	Tdark			KV120_HUMAN	P01612
9219	Tdark			KV125_HUMAN	P80362
9220	Tdark			KV203_HUMAN	P01616
9221	Tdark			KV206_HUMAN	P06310
9222	Tdark			KV306_HUMAN	P01624
9223	Tdark			KV311_HUMAN	P06311
9224	Tdark			KV404_HUMAN	P06314
9225	Tdark			KXDL1_HUMAN	Q9BQD3
9226	Tdark			L10K_HUMAN	Q9UNZ5
9227	Tdark			LAC2_HUMAN	P0CG05
9228	Tdark			LAC7_HUMAN	A0M8Q6
9229	Tbio	Enzyme		LACC1_HUMAN	Q8IV20
9230	Tdark			LAGE3_HUMAN	Q14657
9231	Tbio			LAIR1_HUMAN	Q6GTX8
9232	Tbio			LAMC3_HUMAN	Q9Y6N6
9233	Tchem			LANC2_HUMAN	Q9NS86
9234	Tbio		RNA_BP	LAR4B_HUMAN	Q92615
9235	Tdark	Transporter	SLC7A_transporter	LAT1N_HUMAN	Q8MH63
9236	Tbio	Transporter	SLC43A_transporter	LAT4_HUMAN	Q8N370
9237	Tdark		BPI/LBP/Plunc_superfamily	LATH_HUMAN	Q86YQ2
9238	Tbio	Enzyme	AB_hydrolase_superfamily	LCAT_HUMAN	P04180
9239	Tdark		LCE_family	LCE1C_HUMAN	Q5T751
9240	Tdark		LCE_family	LCE1F_HUMAN	Q5T754
9241	Tdark		LCE_family	LCE3A_HUMAN	Q5TA76
9242	Tdark		LCE_family	LCE6A_HUMAN	A0A183
9243	Tclin	Kinase	Kinase	LCK_HUMAN	P06239
9244	Tbio			LECT1_HUMAN	O75829
9245	Tbio			LEG12_HUMAN	Q96DT0
9246	Tchem			LEG1_HUMAN	P09382
9247	Tchem			LEG3_HUMAN	P17931
9248	Tchem			LEG8_HUMAN	O00214
9249	Tdark			LENG8_HUMAN	Q96PV6
9250	Tbio			LEU1_HUMAN	O43261
9251	Tdark			LGI2_HUMAN	Q8N0V4
9252	Tchem	Enzyme	peptidase	LGMN_HUMAN	Q99538
9253	Tbio	GPCR	GPCR	LGR4_HUMAN	Q9BXB1
9254	Tdark			LHPL4_HUMAN	Q7Z7J7
9255	Tbio	TF	TF	LHX2_HUMAN	P50458
9256	Tbio	TF	TF	LHX5_HUMAN	Q9H2C1
9257	Tdark			LIM3L_HUMAN	P0CW20
9258	Tbio			LIMA1_HUMAN	Q9UHB6
9259	Tdark			LIMD2_HUMAN	Q9BT23
9260	Tbio			LIMS1_HUMAN	P48059
9261	Tbio			LIN7A_HUMAN	O14910
9262	Tbio			LIN7C_HUMAN	Q9NUP9
9263	Tdark		intermediate_filament_family.	KRT36_HUMAN	O76013
9264	Tdark		intermediate_filament_family.	KRT82_HUMAN	Q9NSB4
9265	Tdark		intermediate_filament_family.	KRT84_HUMAN	Q9NSB2
9266	Tbio		intermediate_filament_family.	KRT86_HUMAN	O43790
9267	Tbio		intermediate_filament_family.	KT33B_HUMAN	Q14525
9268	Tdark			KTDAP_HUMAN	P60985
9269	Tbio			KTNB1_HUMAN	Q9BVA0
9270	Tbio			L1CAM_HUMAN	P32004
9271	Tdark			LAAT1_HUMAN	Q6ZP29
9272	Tbio			LAIR2_HUMAN	Q6ISS4
9273	Tbio			LAMB3_HUMAN	Q13751
9274	Tbio			LAMP1_HUMAN	P11279
9275	Tbio			LAMP2_HUMAN	P13473
9276	Tbio			LAP2A_HUMAN	P42166
9277	Tbio			LAT_HUMAN	O43561
9278	Tbio			LBN_HUMAN	Q86UK5
9279	Tchem	Enzyme	peptidase	LCAP_HUMAN	Q9UIQ6
9280	Tbio		LCE_family	LCE3C_HUMAN	Q5T5A8
9281	Tdark		calycin superfamily	LCN10_HUMAN	Q6JVE6
9282	Tdark		calycin superfamily	LCNL1_HUMAN	Q6ZST4
9283	Tbio			LDOC1_HUMAN	O95751
9284	Tdark			LEG1H_HUMAN	Q6P5S2
9285	Tbio			LEG2_HUMAN	P05162
9286	Tbio			LFG3_HUMAN	Q969X1
9287	Tbio			LG3BP_HUMAN	Q08380
9288	Tchem	Enzyme	AB_hydrolase_superfamily	LICH_HUMAN	P38571
9289	Tbio			LIFR_HUMAN	P42702
9290	Tbio			LIMD1_HUMAN	Q9UGP4
9291	Tdark			LIMS3_HUMAN	P0CW19
9292	Tdark			LIN52_HUMAN	Q52LA3
9293	Tdark			LIN54_HUMAN	Q6MZP7
9294	Tchem	Enzyme		LIPE_HUMAN	Q9Y5X9
9295	Tdark	Enzyme	AB_hydrolase_superfamily	LIPJ_HUMAN	Q5W064
9296	Tdark	Enzyme	AB_hydrolase_superfamily	LIPM_HUMAN	Q5VYY2
9297	Tbio			LIRB1_HUMAN	Q8NHL6
9298	Tbio			LIX1_HUMAN	Q8N485
9299	Tdark			LKAM1_HUMAN	Q8TD35
9300	Tchem	Kinase	Kinase	KPCD1_HUMAN	Q15139
9301	Tchem	Kinase	Kinase	KPCD3_HUMAN	O94806
9302	Tclin	Kinase	Kinase	KPCD_HUMAN	Q05655
9303	Tchem	Kinase	Kinase	KPCT_HUMAN	Q04759
9304	Tdark		KRTAP_type_19	KR192_HUMAN	Q3LHN2
9305	Tdark		KRTAP_type_19	KR195_HUMAN	Q3LI72
9306	Tdark		KRTAP_type_1	KRA13_HUMAN	Q8IUG1
9307	Tdark			KREM2_HUMAN	Q8NCW0
9308	Tdark			KTAP2_HUMAN	Q8N6L1
9309	Tbio	Kinase	Kinase	KTHY_HUMAN	P23919
9310	Tdark			KV102_HUMAN	P01594
9311	Tdark			KV111_HUMAN	P01603
9312	Tdark			KV115_HUMAN	P01607
9313	Tdark			KV118_HUMAN	P01610
9314	Tdark			KV202_HUMAN	P01615
9315	Tdark			KV205_HUMAN	P06309
9316	Tdark			KV302_HUMAN	P01620
9317	Tdark			KV312_HUMAN	P18135
9318	Tchem	Enzyme		KYNU_HUMAN	Q16719
9319	Tdark			L37A2_HUMAN	A6NM11
9320	Tdark			L3R2A_HUMAN	Q9Y6C7
9321	Tbio			LACRT_HUMAN	Q9GZZ8
9322	Tbio			LAP4A_HUMAN	Q15012
9323	Tbio			LAP4B_HUMAN	Q86VI4
9324	Tdark			LAS1L_HUMAN	Q9Y4W2
9325	Tdark			LBH_HUMAN	Q53QV2
9326	Tbio	TF	TF	LBX1_HUMAN	P52954
9327	Tdark		LCE_family	LCE2A_HUMAN	Q5TA79
9328	Tdark		LCE_family	LCE3E_HUMAN	Q5T5B0
9329	Tdark		calycin superfamily	LCN15_HUMAN	Q6UWW0
9330	Tbio		calycin superfamily	LCN8_HUMAN	Q6JVE9
9331	Tbio			LDB1_HUMAN	Q86U70
9332	Tbio			LEG10_HUMAN	Q05315
9333	Tdark			LELP1_HUMAN	Q5T871
9334	Tbio			LETM1_HUMAN	O95202
9335	Tbio			LFG1_HUMAN	Q7Z429
9336	Tbio	TF	TF	LHX3_HUMAN	Q9UBR4
9337	Tbio	TF	TF	LHX6_HUMAN	Q9UPM6
9338	Tclin	Enzyme		LIPP_HUMAN	P16233
9339	Tbio			LIRA2_HUMAN	Q8N149
9340	Tbio			LIRA6_HUMAN	Q6PI73
9341	Tbio			LIRB3_HUMAN	O75022
9342	Tbio			LMBD1_HUMAN	Q9NUN5
9343	Tdark	Enzyme	peptidase	LMLN_HUMAN	Q96KR4
9344	Tbio			LMNA_HUMAN	P02545
9345	Tbio	Kinase	Kinase	LMTK1_HUMAN	Q6ZMQ8
9346	Tbio	TF	TF	LMX1B_HUMAN	O60663
9347	Tbio	TF	TF	LN28B_HUMAN	Q6ZN17
9348	Tdark			LAC3_HUMAN	P0CG06
9349	Tbio			LACE1_HUMAN	Q8WV93
9350	Tbio	Enzyme	glycosyl_hydrolase	LALBA_HUMAN	P00709
9351	Tdark			LAMB4_HUMAN	A4D0S4
9352	Tbio		RNA_BP	LARP7_HUMAN	Q4G0J3
9353	Tbio			LASP1_HUMAN	Q14847
9354	Tdark	Transporter	SLC7A_transporter	LAT1L_HUMAN	Q9GIP4
9355	Tbio	Transporter	SLC7A_transporter	LAT1_HUMAN	Q01650
9356	Tbio	Epigenetic		LBR_HUMAN	Q14739
9357	Tdark		LCE_family	LCE1B_HUMAN	Q5T7P3
9358	Tbio		LCE_family	LCE3B_HUMAN	Q5TA77
9359	Tbio	TF	TF	LCOR_HUMAN	Q96JN0
9360	Tdark	Enzyme		LDAH_HUMAN	Q9H6V9
9361	Tbio			LECT2_HUMAN	O14960
9362	Tbio			LEG16_HUMAN	A8MUM7
9363	Tchem			LEG4_HUMAN	P56470
9364	Tdark			LEG9C_HUMAN	Q6DKI2
9365	Tchem			LEG9_HUMAN	O00182
9366	Tbio			LFA3_HUMAN	P19256
9367	Tbio			LFG2_HUMAN	Q9BWQ8
9368	Tbio		TGF-beta_family	LFTY2_HUMAN	O00292
9369	Tbio	GPCR	GPCR	LGR5_HUMAN	O75473
9370	Tdark			LHPL1_HUMAN	Q86WI0
9371	Tdark	TF	TF	LHX9_HUMAN	Q9NQ69
9372	Tbio			LIF_HUMAN	P15018
9373	Tbio			LIGO2_HUMAN	Q7L985
9374	Tdark			LIPA3_HUMAN	O75145
9375	Tbio	Enzyme	AB_hydrolase_superfamily	LIPI_HUMAN	Q6XZB0
9376	Tbio	Enzyme		LIPR2_HUMAN	P54317
9377	Tdark	Enzyme		LIPR3_HUMAN	Q17RR3
9378	Tchem	Enzyme		LIPS_HUMAN	Q05469
9379	Tdark			LIRA1_HUMAN	O75019
9380	Tbio			LIRA4_HUMAN	P59901
9381	Tbio			LIRB2_HUMAN	Q8N423
9382	Tchem	Enzyme	peptidase	LKHA4_HUMAN	P09960
9383	Tbio			LMIP_HUMAN	P55344
9384	Tbio			LMO4_HUMAN	P61968
9385	Tbio			LMOD1_HUMAN	P29536
9386	Tbio	Enzyme		LONM_HUMAN	P36776
9387	Tchem	GPCR	GPCR	LPAR1_HUMAN	Q92633
9388	Tbio	Enzyme	phosphatase	LPPR4_HUMAN	Q7Z2D5
9389	Tbio		BPI/LBP/Plunc_superfamily	LBP_HUMAN	P18428
9390	Tbio	TF	TF	LBX2_HUMAN	Q6XYB7
9391	Tbio			LCA10_HUMAN	Q71F78
9392	Tdark		LCE_family	LCE4A_HUMAN	Q5TA78
9393	Tbio	Enzyme	1-acyl-sn-glycerol-3-phosphate acyltransferase	LCLT1_HUMAN	Q6UWP7
9394	Tdark		calycin superfamily	LCN12_HUMAN	Q6JVE5
9395	Tdark		calycin superfamily	LCN6_HUMAN	P62502
9396	Tbio			LCP2_HUMAN	Q13094
9397	Tdark	Enzyme	glycosyl_hydrolase	LCTL_HUMAN	Q6UWM7
9398	Tbio			LDB3_HUMAN	O75112
9399	Tchem	Enzyme	LDH/MDH_superfamily	LDHB_HUMAN	P07195
9400	Tbio			LEAP2_HUMAN	Q969E1
9401	Tdark			LEMD2_HUMAN	Q8NC56
9402	Tdark	TF	TF	LEUTX_HUMAN	A8MZ59
9403	Tbio		TGF-beta_family	LFTY1_HUMAN	O75610
9404	Tbio			LGI4_HUMAN	Q8N135
9405	Tbio	GPCR	GPCR	LGR6_HUMAN	Q9HBX8
9406	Tdark			LHFP_HUMAN	Q9Y693
9407	Tdark			LHPL3_HUMAN	Q86UP9
9408	Tbio	Enzyme	phosphatase	LHPP_HUMAN	Q9H008
9409	Tbio	TF	TF	LHX4_HUMAN	Q969G2
9410	Tbio			LIGO1_HUMAN	Q96FE5
9411	Tdark			LIGO4_HUMAN	Q6UY18
9412	Tbio			LIPA1_HUMAN	Q13136
9413	Tbio			LIPA2_HUMAN	O75334
9414	Tbio			LIPB1_HUMAN	Q86W92
9415	Tbio			LIPB2_HUMAN	Q8ND30
9416	Tclin	Enzyme	AB_hydrolase_superfamily	LIPG_HUMAN	P07098
9417	Tbio	Enzyme	AB_hydrolase_superfamily	LIPN_HUMAN	Q5VXI9
9418	Tdark	Enzyme		LIPT_HUMAN	Q9Y234
9419	Tdark	Enzyme		LITD1_HUMAN	Q5T7N2
9420	Tdark			LIX1L_HUMAN	Q8IVB5
9421	Tbio			LLR1_HUMAN	Q96L50
9422	Tchem	Epigenetic		LMBL3_HUMAN	Q96JM7
9423	Tbio			LMO3_HUMAN	Q8TAP4
9424	Tdark			LMO7D_HUMAN	F2Z398
9425	Tdark	Enzyme		LONF3_HUMAN	Q496Y0
9426	Tbio			LORF1_HUMAN	Q9UN81
9427	Tchem	Enzyme		LOX15_HUMAN	P16050
9428	Tchem	GPCR	GPCR	LPAR5_HUMAN	Q9H1C0
9429	Tdark	Enzyme	1-acyl-sn-glycerol-3-phosphate acyltransferase	LPCT4_HUMAN	Q643R3
9430	Tbio	Enzyme	glycosyl_hydrolase	LPH_HUMAN	P09848
9431	Tbio	Enzyme	phosphatase	LPIN2_HUMAN	Q92539
9432	Tbio	Enzyme	phosphatase	LPPR3_HUMAN	Q6T4P5
9433	Tdark			LRAD1_HUMAN	Q5T700
9434	Tdark			LRC18_HUMAN	Q8N456
9435	Tdark			LRC19_HUMAN	Q9H756
9436	Tdark			LRC23_HUMAN	Q53EV4
9437	Tbio			LRC25_HUMAN	Q8N386
9438	Tdark			LRC29_HUMAN	Q8WV35
9439	Tdark			LRC4B_HUMAN	Q9NT99
9440	Tdark			LRC53_HUMAN	A6NM62
9441	Tdark			LRC56_HUMAN	Q8IYG6
9442	Tdark			LRC66_HUMAN	Q68CR7
9443	Tdark			LRC69_HUMAN	Q6ZNQ3
9444	Tdark			LRFN3_HUMAN	Q9BTN0
9445	Tdark			LEG9B_HUMAN	Q3B8N2
9446	Tdark			LENG1_HUMAN	Q96BZ8
9447	Tclin			LEPR_HUMAN	P48357
9448	Tdark			LEU7_HUMAN	Q6UYE1
9449	Tbio			LHPL2_HUMAN	Q6ZUX7
9450	Tbio	TF	TF	LHX1_HUMAN	P48742
9451	Tbio	TF	TF	LHX8_HUMAN	Q68G74
9452	Tdark			LIAT1_HUMAN	Q6ZQX7
9453	Tdark			LIME1_HUMAN	Q9H400
9454	Tbio	Enzyme		LIN41_HUMAN	Q2Q1W2
9455	Tbio			LMA1L_HUMAN	Q9HAT1
9456	Tbio			LMAN2_HUMAN	Q12907
9457	Tchem	TF; Epigenetic	TF	LMBL1_HUMAN	Q9Y468
9458	Tbio			LMO7_HUMAN	Q8WWI1
9459	Tdark			LMOD3_HUMAN	Q0VAK6
9460	Tdark			LMTD2_HUMAN	Q8IXW0
9461	Tdark			LNP1_HUMAN	A1A4G5
9462	Tdark	Enzyme		LONF1_HUMAN	Q17RB8
9463	Tbio	Enzyme		LOXE3_HUMAN	Q9BYJ1
9464	Tchem	GPCR	GPCR	LPAR3_HUMAN	Q9UBY5
9465	Tdark			LR2BP_HUMAN	Q9P2M1
9466	Tdark			LRAD2_HUMAN	Q5SZI1
9467	Tbio	Enzyme		LRAT_HUMAN	O95237
