#virProtID	proteinName
6705	control protein E1B 19K (gene: E1B)
6706	protein 33K (gene: L4A)
6707	fiber-2 (gene: L5A)
6708	capsid protein precursor pVI (gene: L3)
6709	control protein E4 34K (gene: E4)
6710	control protein E4orf4 (gene: E4)
6711	DNA polymerase (gene: E2B)
6712	terminal protein precursor pTP (gene: E2B)
6713	membrane protein E3 RID-alpha (gene: E3B)
6714	control protein E1B 55K (gene: E1B)
6715	control protein E1A (gene: E1A)
6716	penton base (gene: L2)
6717	core protein precursor pX (gene: L2)
6718	encapsidation protein IVa2 (gene: IVa2)
6719	membrane protein E3 RID-beta (gene: E3B)
6720	protein U (gene: U)
6721	encapsidation protein 22K (gene: L4A)
6722	capsid protein IX (gene: IX)
6723	fiber (gene: L5)
6724	control protein E4orf3 (gene: E4)
6725	capsid protein precursor pIIIa (gene: L1)
6726	capsid protein precursor pVIII (gene: L4A)
6727	control protein E3 14.7K (gene: E3B)
6728	core protein V (gene: L2)
6729	protease (gene: L3)
6730	control protein E4orf6/7 (gene: E4)
6731	IX protein (gene: IX)
6732	RID-alpha protein (gene: E3)
6733	hexon protein (gene: L3)
6734	ORF2 protein (gene: E4)
6735	protein VI (gene: L3)
6736	52 kDa protein (gene: L1)
6737	protein VII (gene: L2)
6738	33 kDa protein (gene: L4)
6739	14.7 kDa protein (gene: E3)
6740	E1B 19 kDa protein (gene: E1B)
6741	ORF 6/7 protein (gene: E4)
6742	E1A protein (gene: E1A)
6743	penton protein (gene: L2)
6744	ORF1 protein (gene: E4)
6745	U protein (gene: U)
6746	E1B 55 kDa protein (gene: E1B)
6747	protease protein (gene: L3)
6748	terminal protein precursor (gene: E2B)
6749	DNA polymerase (gene: E2B)
6750	DNA binding protein (gene: E2A)
6751	ORF4 protein (gene: E4)
6752	ORF3 protein (gene: E4)
6753	protein VIII (gene: L4)
6754	protein X (gene: L2)
6755	34 kDa protein (gene: E4)
6756	fiber protein (gene: L5)
6757	RID-beta protein (gene: E3)
6758	protein V (gene: L2)
6759	protein IIIa precursor (gene: L1)
6760	100 kDa protein (gene: L4)
6761	12.5 kDa protein (gene: E3)
6762	IVa2 protein (gene: IVa2)
6763	CR1-beta protein (gene: E3)
6764	CR1-alpha protein (gene: E3)
6765	22 kDa protein (gene: L4)
6766	10.4 kDa (gene: E3B)
6767	pVI (gene: L3)
6768	early E1A 13S (gene: E1A)
6769	34 kDa (gene: E4)
6770	pIIIa (gene: L1)
6771	22 kDa (gene: L4)
6772	DNA-binding protein (gene: E2A)
6773	14.5 kDa (gene: E4)
6774	55K (gene: E1B)
6775	polymerase (gene: E2B)
6776	18.6 kDa (gene: E3)
6777	13.6 kDa (gene: E4)
6778	pV (gene: L2)
6779	31.6 kDa (gene: E3)
6780	penton (gene: L2)
6781	pVIII (gene: L4)
6782	14.7 kDa (gene: E3B)
6783	fiber (gene: L5)
6784	14.2 kDa (gene: E4)
6785	100 kDa (gene: L4)
6786	48.9 kDa (gene: E3)
6787	hexon (gene: L3)
6788	pIVa2 (gene: pIVa2)
6789	21.8 kDa (gene: E3)
6790	12 kDa (gene: E3)
6791	pTP (gene: E2B)
6792	E1A 12S (gene: E1A)
6793	19K (gene: E1B)
6794	pVII (gene: L2)
6795	pIX (gene: pIX)
6796	pX (gene: L2)
6797	14.0 kDa (gene: E4)
6798	14.8 kDa (gene: E3B)
6799	52/55K (gene: L1)
6800	protease (gene: L3)
6801	pVII
6802	E3 RID-alpha
6803	100K
6804	DBP
6805	E3-CR1-alpha
6806	52K
6807	E3 CR1-beta1
6808	E3 CR1-gamma1
6809	E4 ORF3
6810	E1B 19K
6811	E4 ORF2
6812	fiber
6813	pVIII
6814	E4 ORF4
6815	E1A
6816	IX
6817	pTP
6818	III
6819	E3 12.5K
6820	33K
6821	E3 gp19K
6822	pX
6823	E4 34K
6824	22K
6825	protease
6826	E1B 55K
6827	E4 ORF1
6828	hexon
6829	pol
6830	E3 RID-beta
6831	IVa2
6832	U exon
6833	pVI
6834	V
6835	pIIIa
6836	E3 gp19K
6837	pTP
6838	E3 RID-beta
6839	E4 ORF3
6840	E1B 19K
6841	52K
6842	E1B 55K
6843	hexon
6844	pX
6845	V
6846	E1A
6847	pVII
6848	E3 14.7K
6849	pIIIa
6850	E4 ORF1
6851	IX
6852	pol
6853	E3 RID-alpha
6854	E4 ORF4
6855	E4 ORF6/7
6856	E3 CR1-alpha0
6857	IVa2
6858	E4 34K
6859	22K
6860	33K
6861	E4 ORF2
6862	protease
6863	U exon
6864	E3 12.5K
6865	E3 CR1-beta0
6866	III
6867	fiber
6868	100K
6869	DBP
6870	pVIII
6871	pVI
6872	E3 CR1-alphap0
6873	E4 ORF3
6874	protease
6875	fiber
6876	100K
6877	IVa2
6878	pIIIa
6879	III
6880	52K
6881	E4 ORF1
6882	pVII
6883	E4 ORF4
6884	DBP
6885	E3 12.5K
6886	E1A
6887	E1B 19K
6888	pVIII
6889	E1B 55K
6890	hexon
6891	U exon
6892	22K
6893	pol
6894	E3 RID alpha
6895	E3 RID beta
6896	E3 gp19K
6897	E4 ORF6/7
6898	pVI
6899	V
6900	IX
6901	pX
6902	E4 34K
6903	pTP
6904	11.6 kD protein
6905	E3 14.7K
6906	33K
6907	E4 ORF2
6908	E4 ORFB
6909	E3 14.7K
6910	pTP
6911	pX
6912	E3 gp19K
6913	22K
6914	52K
6915	E4 34K
6916	E1B 55K
6917	fiber
6918	E3 RID-alpha
6919	pVII
6920	E4 ORF1
6921	pol
6922	III
6923	33K
6924	DBP
6925	pIIIa
6926	10.5 kD protein
6927	E4 ORF6/7
6928	E1B 19K
6929	protease
6930	E3 CR1-alpha0
6931	V
6932	hexon
6933	IVa2
6934	100K
6935	E4 ORF3
6936	IX
6937	E3 RID-beta
6938	pVI
6939	E3 12.5K
6940	pVIII
6941	E4 ORF4
6942	E1A
6943	U exon
6944	pIIIa (gene: pIIIa)
6945	hexon
6946	52k (gene: 52k)
6947	E1B 19K (gene: E1B)
6948	pVIII (gene: pVIII)
6949	pVII (gene: pVII)
6950	III (gene: III)
6951	IVa2 (gene: IVa2)
6952	E4 ORF3 (gene: E4)
6953	fiber-1
6954	pX (gene: pX)
6955	E4 34K (gene: E4)
6956	fiber-2
6957	E4 ORF4 (gene: E4)
6958	E3 CR1-alpha1 (gene: E3)
6959	E3 14.7K (gene: E3)
6960	E1A (gene: E1A)
6961	100K (gene: 100K)
6962	pVI (gene: pVI)
6963	U (gene: U)
6964	pTP (gene: pTP)
6965	E3 RID-beta (gene: E3)
6966	IX (gene: IX)
6967	E3 CR1-beta1 (gene: E3)
6968	33K (gene: 33K)
6969	V (gene: V)
6970	protease
6971	E3 12.5k (gene: E3)
6972	DBP (gene: DBP)
6973	E4 ORF2 (gene: E4)
6974	E3 RID-alpha (gene: E3)
6975	pol (gene: pol)
6976	E4 ORF6/7 (gene: E4)
6977	22K (gene: 22K)
6978	E1B 55K (gene: E1B)
6979	E4 ORF1 (gene: E4)
6980	pVIII
6981	14.5 kDa protein
6982	pVI
6983	pIVa2
6984	DNA binding protein
6985	52/55K
6986	pV
6987	E1B 21.1 kDa protein
6988	17.6 kDa protein
6989	hexon
6990	pIIIa
6991	polymerase
6992	7.3 kDa protein
6993	10.5 kDa protein
6994	early E1A 13s
6995	pIX
6996	penton
6997	20.9 kDa protein
6998	Early E1A 12s
6999	protease
7000	pX
7001	13.6 kDa protein
7002	E1B 55 kDa protein
7003	14.5 kDa protein
7004	14.1 kDa protein
7005	8.5 kDa protein
7006	fiber
7007	44.5 kDa protein
7008	pTP
7009	34 kDa protein
7010	12.2 kDa protein
7011	80.2 kDa protein
7012	14.2 kDa protein
7013	pVII
7014	14.7 kDa protein
7015	29.3 kDa protein
7016	14.7K protein (gene: E3)
7017	Orf 3 protein (gene: E4)
7018	52/55K protein (gene: L1)
7019	14.5 protein (gene: E3)
7020	protease (gene: L3)
7021	100K protein (gene: L4)
7022	pTP protein (gene: E2B)
7023	10.4K protein (gene: E3)
7024	Orf 2 protein (gene: E4)
7025	penton base protein (gene: L2)
7026	IVa2 protein (gene: IVa2)
7027	pV protein (gene: L2)
7028	Orf 4 protein (gene: E4)
7029	Orf 1 protein (gene: E4)
7030	22K protein (gene: L4)
7031	19K protein (gene: E3)
7032	pVI protein (gene: L3)
7033	12.2K protein (gene: E3)
7034	55K protein (gene: E1B)
7035	fiber protein (gene: L5)
7036	hexon protein (gene: L3)
7037	DNA polymerase (gene: E2B)
7038	12S protein (gene: E1A)
7039	pIIIa protein (gene: L1)
7040	pVIII protein (gene: L4)
7041	X protein (gene: L2)
7042	pVII protein (gene: L2)
7043	CR1 beta protein (gene: E3)
7044	19K protein (gene: E1B)
7045	U protein (gene: U)
7046	13S protein (gene: E1A)
7047	IX protein (gene: IX)
7048	Orf 5 protein (gene: E4)
7049	CR1 alpha protein (gene: E3)
7050	34K protein (gene: E4)
7051	DNA-binding protein (gene: E2A)
7052	RID-alpha protein (gene: E3)
7053	early E1A 12S (gene: E1A)
7054	100kDa protein (gene: L4)
7055	RID-beta protein (gene: E3)
7056	Orf5 protein (gene: E4)
7057	pIVa2 (gene: pIVa2)
7058	12.2kDa protein (gene: E3)
7059	19KDa protein (gene: E3)
7060	Orf4 protein (gene: E4)
7061	pTP (gene: E2B)
7062	pVII (gene: L2)
7063	CR1-beta protein (gene: E3)
7064	Orf3 protein (gene: E4)
7065	pIIIa (gene: L1)
7066	DNA polymerase (gene: E2B)
7067	pIX (gene: pIX)
7068	34kDa protein (gene: E4)
7069	pVIII (gene: L4)
7070	penton (gene: L2)
7071	52/55K protein (gene: L1)
7072	22kDa protein (gene: L4)
7073	55kDa protein (gene: E1B)
7074	DNA binding protein (gene: E2A)
7075	CR1-alpha protein (gene: E3)
7076	Orf2 protein (gene: E4)
7077	fiber (gene: L5)
7078	pX (gene: L2)
7079	hexon (gene: L3)
7080	early E1A 13S (gene: E1A)
7081	19KDa protein (gene: E1B)
7082	Orf1 protein (gene: E4)
7083	pV (gene: L2)
7084	CR1-gamma protein (gene: E3)
7085	pVI (gene: L3)
7086	14.7kDa protein (gene: E3)
7087	protease (gene: L3)
7088	45.5kDa protein (gene: E3)
7089	pTP (gene: E2B)
7090	pIVa2 protein (gene: pIVa2)
7091	pVIII (gene: L4)
7092	13.6kDa protein (gene: E4)
7093	52/55K (gene: L1)
7094	early E1A 13S (gene: E1A)
7095	pX (gene: L2)
7096	55kDa protein (gene: E1B)
7097	29.1kDa protein (gene: E3)
7098	pVII (gene: L2)
7099	14.2kDa protein (gene: E4)
7100	pIIIa (gene: L1)
7101	100kDa protein (gene: L4)
7102	12.2kDa protein (gene: E3)
7103	pIXprotein (gene: pIX)
7104	10.5kDa protein (gene: E3)
7105	34kDa protein (gene: E4)
7106	14.7kDa protein (gene: E3)
7107	22kDa protein (gene: L4)
7108	pVI (gene: L3)
7109	7.3kDa protein (gene: E4)
7110	polymerase (gene: E2B)
7111	21.1kDa protein (gene: E1B)
7112	early E1A 12S (gene: E1A)
7113	penton (gene: L2)
7114	14.7kDa protein (gene: E3)
7115	fiber (gene: L5)
7116	17.7kDa protein (gene: E3)
7117	pV (gene: L2)
7118	14.5kDa protein (gene: E4)
7119	protease (gene: L3)
7120	hexon (gene: L3)
7121	20.1kDa protein (gene: E3)
7122	8.5kDa protein (gene: E4)
7123	DNA binding protein (gene: E2A)
7124	ORF5 (gene: E4)
7125	U protein (gene: U)
7126	ORF3 (gene: E4)
7127	penton base (gene: L2)
7128	IX (gene: IX)
7129	pVI (gene: L3)
7130	X (gene: L2)
7131	21.4 kDa protein (gene: E1A)
7132	pIIIa (gene: L1)
7133	hexon (gene: L3)
7134	fiber protein (gene: L5)
7135	ORF4 (gene: E4)
7136	putative 33K (gene: L4)
7137	34.1 kDa protein (gene: E4)
7138	52/55K (gene: L1)
7139	14.7 kDa protein (gene: E3)
7140	100K (gene: L4)
7141	50.0 kDa protein (gene: E3)
7142	pTP (gene: E2B)
7143	IVa2 (gene: IVa2)
7144	55K (gene: E1B)
7145	ORF1 (gene: E4)
7146	pVII (gene: L2)
7147	22.1 kDa proten (gene: E3)
7148	pVIII (gene: L4)
7149	10.5 kDa protein (gene: E3)
7150	ORF2 (gene: E4)
7151	22K (gene: L4)
7152	28.4 kDa protein (gene: E1A)
7153	19K (gene: E1B)
7154	pV (gene: L2)
7155	protease (gene: L3)
7156	17.6 kDa protein (gene: E3)
7157	14.8 kDa protein (gene: E3)
7158	DNA polymerase (gene: E2B)
7159	12.2 kDa protein (gene: E3)
7160	DNA binding protein (gene: E2A)
7161	orf 4 protein (gene: E4)
7162	13S (gene: E1A)
7163	orf 1 protein (gene: E4)
7164	orf 3 protein (gene: E4)
7165	pX protein (gene: L2)
7166	21K (gene: E1B)
7167	CR1 g protein (gene: E3)
7168	pVI protein (gene: L3)
7169	DNA polymerase (gene: E2B)
7170	34K protein (gene: E4)
7171	pTP protein (gene: E2B)
7172	RID a protein (gene: E3)
7173	pIIIa protein (gene: L1)
7174	orf 2 protein (gene: E4)
7175	22K protein (gene: L4)
7176	fibre protein (gene: L5)
7177	12S (gene: E1A)
7178	12.1K protein (gene: E3)
7179	hexon protein (gene: L3)
7180	pVIII protein (gene: L4)
7181	gp 19K protein (gene: E3)
7182	33K protein (gene: L4)
7183	U protein (gene: U)
7184	52/55k protein (gene: L1)
7185	penton protein (gene: L2)
7186	DNA binding protein (gene: E2A)
7187	IX (gene: IX)
7188	100K protein (gene: L4)
7189	pVII protein (gene: L2)
7190	55K (gene: E1B)
7191	protease protein (gene: L3)
7192	RID b protein (gene: E3)
7193	CR1 b protein (gene: E3)
7194	pV protein (gene: L2)
7195	14.7K protein (gene: E3)
7196	CR1 a protein (gene: E3)
7197	IVa2 (gene: IVa2)
7198	E3 CR1-gamma1
7199	52K
7200	V
7201	E3 RID-beta
7202	E3 gp19K
7203	IVa2
7204	22K
7205	pVI
7206	hexon
7207	33K
7208	U exon
7209	pX
7210	E4 34K
7211	E3 CR1-beta1
7212	III
7213	E3 14.7K
7214	pVIII
7215	pTP
7216	E3 12.5K
7217	pIIIa
7218	E1A
7219	E4 ORF4
7220	E4 ORF6/7
7221	pol
7222	fiber
7223	E1B 55K
7224	E1B 19K
7225	E4 ORF2
7226	protease
7227	DBP
7228	E3 RID-alpha
7229	pVII
7230	E4 ORF3
7231	IX
7232	E4 ORF1
7233	E3 CR1-alpha0
7234	100K
7235	L2 penton 62.5 kDa protein
7236	pIVa2 50.9 kDa protein
7237	L1 pIIIa 65.6 kDa protein
7238	L2 pV 40.1 kDa protein
7239	E1A 6.9 kDa protein
7240	L3 hexon 106.9 kDa protein
7241	pTP
7242	fiber 35.3 kDa protein
7243	E3 15.3 kDa protein
7244	E4 ORF2 14.3 kDa protein
7245	L1 52/55K 43.9 kDa protein
7246	E3 12.2 kDa protein
7247	E3 14.3 kDa protein
7248	E4 ORF4 14.2 kDa protein
7249	E1B 20.8 kDa protein
7250	E4 ORF1 14.2 kDa protein
7251	L4 100K 91 kDa protein
7252	E4 ORF3 13.6 kDa protein
7253	L2 pVII 21.3 kDa protein
7254	E4 ORF6 34.6 kDa protein
7255	E3 10.3 kDa protein
7256	E3 15.2 kDa protein
7257	L2 pX 5.2 kDa protein
7258	E1A 25.1 kDa protein
7259	E3 20.2 kDa protein
7260	E1B 54.7 kDa protein
7261	L4 33K 14.6 kDa protein
7262	pIX 14.2 kDa protein
7263	L4 pVIII 25 kDa protein
7264	E3 20.3 kDa protein
7265	E2A 58.3 kDa DNA-binding protein
7266	L3 pVI 26.6 kDa protein
7267	L3 23K 23.7 kDa protein
7268	E1A 28.8 kDa protein
7269	128.9 kDa DNA polymerase
7270	E3 18.5 kDa protein
7271	L4 22K 21.6 kDa protein
7272	hexon protein (gene: L3)
7273	IX protein (gene: IX)
7274	CR1 beta protein (gene: E3)
7275	52/55K protein (gene: L1)
7276	100K protein (gene: L4)
7277	penton base protein (gene: L2)
7278	Orf 1 protein (gene: E4)
7279	pVI protein (gene: L3)
7280	12.2K protein (gene: E3)
7281	10.4K protein (gene: E3)
7282	protease (gene: L3)
7283	12S protein (gene: E1A)
7284	14.5 protein (gene: E3)
7285	pVIII protein (gene: L4)
7286	18.4K protein (gene: E3)
7287	13S protein (gene: E1A)
7288	Orf 5 protein (gene: E4)
7289	CR1 gamma protein (gene: E3)
7290	IVa2 protein (gene: IVa2)
7291	DNA-binding protein (gene: E2A)
7292	pV protein (gene: L2)
7293	DNA polymerase (gene: E2B)
7294	pVII protein (gene: L2)
7295	14.7K protein (gene: E3)
7296	X protein (gene: L2)
7297	55K protein (gene: E1B)
7298	CR1 alpha protein (gene: E3)
7299	Orf 3 protein (gene: E4)
7300	U protein (gene: U)
7301	22K protein (gene: L4)
7302	Orf 4 protein (gene: E4)
7303	pTP protein (gene: E2B)
7304	19K protein (gene: E1B)
7305	Orf 2 protein (gene: E4)
7306	fiber protein (gene: L5)
7307	34K protein (gene: E4)
7308	pIIIa protein (gene: L1)
7309	IX
7310	E3 RID-beta
7311	E3 RID-alpha
7312	pVII
7313	E3 gp19K
7314	E3 CR1-beta1
7315	E1B 55K
7316	E4 ORF2
7317	E4 ORF1
7318	pX
7319	III
7320	U exon
7321	52K
7322	V
7323	protease
7324	E4 ORF6/7
7325	E3 14.7K
7326	E4 34K
7327	IVa2
7328	E3 CR1-gamma1
7329	22K
7330	pIIIa
7331	100K
7332	fiber
7333	DBP
7334	E1B 19K
7335	pVIII
7336	33K
7337	pTP
7338	E4 ORF4
7339	pol
7340	E1A
7341	hexon
7342	E3 CR1-alpha0
7343	E3 12.5K
7344	pVI
7345	E4 ORF3
7346	RID-b (gene: E3)
7347	CR1-a (gene: E3)
7348	pVI (gene: L3)
7349	pVIII (gene: L4)
7350	pIVa2 (gene: pIVa2)
7351	13S (gene: E1A)
7352	pX (gene: L2)
7353	Orf1 (gene: E4)
7354	Orf4 (gene: E4)
7355	55K (gene: E1B)
7356	52/55K (gene: L1)
7357	12.2K (gene: E3)
7358	Orf3 (gene: E4)
7359	14.7K (gene: E3)
7360	Orf5 (gene: E4)
7361	hexon (gene: L3)
7362	21.1K (gene: E1B)
7363	gp19K (gene: E3)
7364	DNA polymerase (gene: E2B)
7365	RID-a (gene: E3)
7366	pIIIa (gene: L1)
7367	pV (gene: L2)
7368	100K (gene: L4)
7369	CR1-b (gene: E3)
7370	pVII (gene: L2)
7371	penton (gene: L2)
7372	pIX (gene: pIX)
7373	fiber (gene: L5)
7374	22K (gene: L4)
7375	U-exon (gene: U)
7376	12S (gene: E1A)
7377	Orf2 (gene: E4)
7378	pTP (gene: E2B)
7379	CR1-g (gene: E3)
7380	protease (gene: L3)
7381	DNA binding protein (gene: E2A)
7382	Orf6 (gene: E4)
7383	pol
7384	E3 CR1-alpha1
7385	33K
7386	E1B 19K
7387	U exon
7388	E1A
7389	encapsidation protein IVa2 (gene: IVa2)
7390	22K
7391	E3 12.5K
7392	pVII
7393	IX
7394	protease
7395	E4 34K
7396	pVIII
7397	DBP
7398	E4 ORF6/7
7399	III
7400	E3 CR1-beta1
7401	fiber
7402	E3 14.7K
7403	E4 ORF3
7404	pVI
7405	E3 RID-beta
7406	protein 13.6K (gene: L1)
7407	E4 ORF2
7408	IVa2
7409	hexon
7410	pIIIa
7411	pTP
7412	100K
7413	V
7414	E4 ORF1
7415	E1B 55K
7416	E4 ORF4
7417	52K
7418	pX
7419	E3 RID-alpha
7420	gp19K (gene: E3)
7421	pIX (gene: pIX)
7422	fiber (gene: L5)
7423	ORF6/7 (gene: E4)
7424	12S (gene: E1A)
7425	pV (gene: L2)
7426	pTP (gene: pTP)
7427	13S (gene: E1A)
7428	ORF5 (gene: E4)
7429	pVIII (gene: L4)
7430	21.1kDa (gene: E1B)
7431	55kDa (gene: E1B)
7432	22kDa (gene: L4)
7433	ORF1 (gene: E4)
7434	14.7kDa (gene: E3)
7435	ORF3 (gene: E4)
7436	12.2kDa (gene: E3)
7437	DNA binding (gene: E2A)
7438	CR1-alpha (gene: E3)
7439	hexon (gene: L3)
7440	ORF4 (gene: E4)
7441	34kDa (gene: E4)
7442	ORF2 (gene: E4)
7443	pVI (gene: L3)
7444	CR1-gamma (gene: E3)
7445	pVII (gene: L2)
7446	U Exon
7447	pIVa2 (gene: IVa2)
7448	RID-alpha (gene: E3)
7449	pX (gene: L2)
7450	pIIIa (gene: L1)
7451	penton (gene: L2)
7452	DNA polymerase (gene: E2B)
7453	CR1-beta (gene: E3)
7454	RID-beta (gene: E3)
7455	52 (gene: L1)
7456	100kDa (gene: L4)
7457	protease (gene: L3)
7458	penton base (gene: L2)
7459	control protein E1A (gene: E1A)
7460	capsid protein IX (gene: IX)
7461	single-stranded DNA-binding protein (gene: E2A)
7462	encapsidation protein 52K (gene: L1)
7463	DNA polymerase (gene: E2B)
7464	core protein V (gene: L2)
7465	capsid protein precursor pVI (gene: L3)
7466	control protein E1B 55K (gene: E1B)
7467	protein 13.6K (gene: L1)
7468	control protein E4orf2 (gene: E4)
7469	capsid protein precursor pIIIa (gene: L1)
7470	membrane glycoprotein E3 CR1-alpha (gene: E3A)
7471	membrane glycoprotein E3 gp19K (gene: E3A)
7472	core protein precursor pX (gene: L2)
7473	control protein E4orf4 (gene: E4)
7474	protease (gene: L3)
7475	control protein E4orf1 (gene: E4)
7476	control protein E4orf6/7 (gene: E4)
7477	control protein E3 12.5K (gene: E3A)
7478	hexon assembly protein 100K (gene: L4)
7479	membrane glycoprotein E3 CR1-beta (gene: E3A)
7480	hexon (gene: L3)
7481	capsid protein precursor pVIII (gene: L4)
7482	control protein E4orf3 (gene: E4)
7483	core protein precursor pVII (gene: L2)
7484	protein U (gene: U)
7485	control protein E4 34K (gene: E4)
7486	membrane protein E3 RID-beta (gene: E3B)
7487	control protein E3 14.7K (gene: E3B)
7488	control protein E1A 243R (gene: E1A)
7489	encapsidation protein IVa2 (gene: IVa2)
7490	protein 33K (gene: L4)
7491	membrane protein E3 RID-alpha (gene: E3B)
7492	control protein E1B 19K (gene: E1B)
7493	fiber (gene: L5)
7494	encapsidation protein 22K (gene: L4)
7495	terminal protein precursor pTP (gene: E2B)
7496	membrane protein E3 RID-alpha (gene: E3)
7497	control protein E3 14.7K (gene: E3)
7498	capsid protein precursor pIIIa (gene: L1)
7499	protein 13.6K (gene: L1)
7500	encapsidation protein IVa2 (gene: IVa2)
7501	control protein E1A (gene: E1A)
7502	control protein E3 12.5K (gene: E3)
7503	hexon assembly protein 100K (gene: L4)
7504	membrane glycoprotein E3 CR1-delta (gene: E3)
7505	protein 33K (gene: L4)
7506	hexon (gene: L3)
7507	fiber (gene: L5)
7508	control protein E4orf2 (gene: E4)
7509	capsid protein IX (gene: IX)
7510	single-stranded DNA-binding protein (gene: E2A)
7511	control protein E4 34K (gene: E4)
7512	penton base (gene: L2)
7513	membrane protein E3 RID-beta (gene: E3)
7514	capsid protein precursor pVIII (gene: L4)
7515	control protein E4orf3 (gene: E4)
7516	control protein E4orf4 (gene: E4)
7517	core protein precursor pX (gene: L2)
7518	DNA polymerase (gene: E2B)
7519	capsid protein precursor pVI (gene: L3)
7520	core protein V (gene: L2)
7521	protein U
7522	control protein E1B 55K (gene: E1B)
7523	control protein E4orf6/7 (gene: E4)
7524	protease (gene: L3)
7525	membrane glycoprotein E3 CR1-alpha (gene: E3)
7526	membrane glycoprotein E3 CR1-beta (gene: E3)
7527	control protein E1B 19K (gene: E1B)
7528	terminal protein precursor pTP (gene: E2B)
7529	encapsidation protein 22K (gene: L4)
7530	control protein E4orf1 (gene: E4)
7531	membrane glycoprotein E3 gp19K (gene: E3)
7532	core protein precursor pVII (gene: L2)
7533	encapsidation protein 52K (gene: L1)
7534	Orf1 protein (gene: E4)
7535	Orf6/7 protein (gene: E4)
7536	protein VIII (gene: L4)
7537	6.5 kDa protein (gene: E1A)
7538	penton protein (gene: L2)
7539	protein VI (gene: L3)
7540	protein V precursor (gene: L2)
7541	fiber protein (gene: L5)
7542	pIX protein (gene: IX)
7543	15 kDa protein (gene: E3)
7544	Orf4 protein (gene: E4)
7545	22 kDa protein (gene: L4)
7546	25.7 kDa protein (gene: E1A)
7547	DNA polymerase (gene: E2B)
7548	43 kDa protein (gene: L1)
7549	Orf2 protein (gene: E4)
7550	protein IIIa precursor (gene: L1)
7551	hexon protein (gene: L3)
7552	U protein (gene: U)
7553	terminal protein precursor (gene: E2B)
7554	100 kDa hexon-assembly associated protein (gene: L4)
7555	Orf3 protein (gene: E4)
7556	33 kDa protein (gene: L4)
7557	DNA binding protein (gene: E2A)
7558	29.1 kDa protein (gene: E1A)
7559	protein VII (gene: L2)
7560	54.9 kDa protein (gene: E1B)
7561	protein X (gene: L2)
7562	10.1 kDa protein (gene: E3)
7563	11.7 kDa protein (gene: E3)
7564	Orf6 protein (gene: E4)
7565	20.8 kDa protein (gene: E3)
7566	20.1 kDa protein (gene: E3)
7567	IVa2 protein (gene: IVa2)
7568	18.4 kDa protein (gene: E3)
7569	14.6 kDa protein (gene: E3)
7570	14.9 kDa protein (gene: E3)
7571	20 kDa protein (gene: E1B)
7572	23 kDa protein (gene: L3)
7573	E2A DNA binding protein
7574	L5 fiber
7575	L2 pX
7576	L1 pIIIa
7577	E3 gp19K
7578	L4 pVIII
7579	L2 pV
7580	E3 hypothetical 6.5kDa
7581	E1B 55.2K
7582	U-exon
7583	E4 ORF5
7584	pIX
7585	E3 CR1-a
7586	L1 52/55K
7587	E4 ORF4
7588	L4 100K
7589	E4 ORF3
7590	E1B 21.1K
7591	E4 ORF1
7592	E1A 21.3K
7593	L4 22K
7594	E1A 28.2K
7595	L3 hexon
7596	E2B DNA polymerase
7597	E2B pTP
7598	E3 RID-a
7599	E3 CR1-g
7600	L2 penton
7601	L3 pVI
7602	E3 12.2K
7603	E4 ORF6
7604	E3 RID-b
7605	E3 14.6K
7606	L3 protease
7607	L2 pVII
7608	pIVa2
7609	E4 ORF2
7610	E3 CR1-b
7611	E1A 15.6K
7612	E4 ORF5
7613	E3 CR1-a
7614	L3 pVI
7615	L1 52/55K
7616	E4 ORF4
7617	E3 RID-b
7618	L2 penton
7619	L3 protease
7620	E2B DNA polymerase
7621	pIVa2
7622	L2 pV
7623	U-exon
7624	E3 14.6K
7625	L4 100K
7626	E1A 21.3K
7627	E4 ORF1
7628	E3 CR1-b
7629	L2 pVII
7630	L5 fiber
7631	E4 ORF6
7632	E1B 21.2K
7633	E1A 15.6K
7634	L2 pX
7635	E3 12.2K
7636	E2B pTP
7637	L1 pIIIa
7638	L4 22K
7639	E1A 28.3K
7640	E3 hypothetical 7.5kDa
7641	pIX
7642	L3 hexon
7643	E1B 55.0K
7644	E2A DNA binding protein
7645	E4 ORF2
7646	E3 CR1-g
7647	E3 gp19K
7648	E3 RID-a
7649	E4 ORF3
7650	L4 pVIII
7651	protein IIIa precursor (gene: L1)
7652	E1A 24.9 kDa protein (gene: E1A)
7653	E3 CR1-alpha0 (gene: E3)
7654	hexon protein (gene: L3)
7655	protein VII precursor (gene: L2)
7656	E4 ORF6/7 protein (gene: E4)
7657	L1 43.9 kDa protein (gene: L1)
7658	U protein (gene: U)
7659	capsid protein IX (gene: IX)
7660	L4 22 kDa protein (gene: L4)
7661	E3 gp19 kDa protein (gene: E3)
7662	E4 ORF4 protein (gene: E4)
7663	E3 CR1-gamm1 (gene: E3)
7664	penton protein (gene: L2)
7665	E4 ORF1 protein (gene: E4)
7666	E4 ORF3 protein (gene: E4)
7667	DNA binding protein (gene: E2A)
7668	terminal protein precursor (gene: E2B)
7669	L3 23.7 kDa protein (gene: L3)
7670	DNA polymerase (gene: E2B)
7671	agnoprotein (gene: L5)
7672	E1B 54.6 kDa protein (gene: E1B)
7673	E1A 6.8 kDa protein (gene: E1A)
7674	E3 12.2 kDa protein (gene: E3)
